id_match	id_ent_inegi	entidad.x	id_muni_inegi	municipio.x	id_ent_gadm	entidad.y	id_muni_gadm	municipio.y
MEX.26.27_126 029	26	Sonora	26 029	Guaymas	MEX.26_1	Sonora	MEX.26.27_1	Guaymas
MEX.26.28_126 030	26	Sonora	26 030	Hermosillo	MEX.26_1	Sonora	MEX.26.28_1	Hermosillo
MEX.26.29_126 031	26	Sonora	26 031	Huachinera	MEX.26_1	Sonora	MEX.26.29_1	Huachinera
MEX.26.30_126 032	26	Sonora	26 032	Huásabas	MEX.26_1	Sonora	MEX.26.30_1	Huásabas
MEX.26.31_126 033	26	Sonora	26 033	Huatabampo	MEX.26_1	Sonora	MEX.26.31_1	Huatabampo
MEX.26.32_126 034	26	Sonora	26 034	Huépac	MEX.26_1	Sonora	MEX.26.32_1	Huépac
MEX.26.33_126 035	26	Sonora	26 035	Imuris	MEX.26_1	Sonora	MEX.26.33_1	Imuris
MEX.26.36_126 036	26	Sonora	26 036	Magdalena	MEX.26_1	Sonora	MEX.26.36_1	Magdalena
MEX.26.37_126 037	26	Sonora	26 037	Mazatán	MEX.26_1	Sonora	MEX.26.37_1	Mazatán
MEX.26.38_126 038	26	Sonora	26 038	Moctezuma	MEX.26_1	Sonora	MEX.26.38_1	Moctezuma
MEX.26.39_126 039	26	Sonora	26 039	Naco	MEX.26_1	Sonora	MEX.26.39_1	Naco
MEX.26.40_126 040	26	Sonora	26 040	Nácori Chico	MEX.26_1	Sonora	MEX.26.40_1	Nácori Chico
MEX.26.41_126 041	26	Sonora	26 041	Nacozari de García	MEX.26_1	Sonora	MEX.26.41_1	Nacozari de García
MEX.26.42_126 042	26	Sonora	26 042	Navojoa	MEX.26_1	Sonora	MEX.26.42_1	Navojoa
MEX.26.43_126 043	26	Sonora	26 043	Nogales	MEX.26_1	Sonora	MEX.26.43_1	Nogales
MEX.26.44_126 044	26	Sonora	26 044	Onavas	MEX.26_1	Sonora	MEX.26.44_1	Onavas
MEX.26.45_126 045	26	Sonora	26 045	Opodepe	MEX.26_1	Sonora	MEX.26.45_1	Opodepe
MEX.26.46_126 046	26	Sonora	26 046	Oquitoa	MEX.26_1	Sonora	MEX.26.46_1	Oquitoa
MEX.26.47_126 047	26	Sonora	26 047	Pitiquito	MEX.26_1	Sonora	MEX.26.47_1	Pitiquito
MEX.26.48_126 048	26	Sonora	26 048	Puerto Peñasco	MEX.26_1	Sonora	MEX.26.48_1	Puerto Peñasco
MEX.26.49_126 049	26	Sonora	26 049	Quiriego	MEX.26_1	Sonora	MEX.26.49_1	Quiriego
MEX.26.50_126 050	26	Sonora	26 050	Rayón	MEX.26_1	Sonora	MEX.26.50_1	Rayón
MEX.26.51_126 051	26	Sonora	26 051	Rosario	MEX.26_1	Sonora	MEX.26.51_1	Rosario
MEX.26.52_126 052	26	Sonora	26 052	Sahuaripa	MEX.26_1	Sonora	MEX.26.52_1	Sahuaripa
MEX.26.53_126 053	26	Sonora	26 053	San Felipe de Jesús	MEX.26_1	Sonora	MEX.26.53_1	San Felipe de Jesús
MEX.26.54_126 054	26	Sonora	26 054	San Javier	MEX.26_1	Sonora	MEX.26.54_1	San Javier
MEX.26.55_126 055	26	Sonora	26 055	San Luis Río Colorado	MEX.26_1	Sonora	MEX.26.55_1	San Luis Río Colorado
MEX.26.56_126 056	26	Sonora	26 056	San Miguel de Horcasitas	MEX.26_1	Sonora	MEX.26.56_1	San Miguel de Horcasitas
MEX.26.57_126 057	26	Sonora	26 057	San Pedro de la Cueva	MEX.26_1	Sonora	MEX.26.57_1	San Pedro de la Cueva
MEX.26.58_126 058	26	Sonora	26 058	Santa Ana	MEX.26_1	Sonora	MEX.26.58_1	Santa Ana
MEX.26.59_126 059	26	Sonora	26 059	Santa Cruz	MEX.26_1	Sonora	MEX.26.59_1	Santa Cruz
MEX.26.60_126 060	26	Sonora	26 060	Sáric	MEX.26_1	Sonora	MEX.26.60_1	Sáric
MEX.26.61_126 061	26	Sonora	26 061	Soyopa	MEX.26_1	Sonora	MEX.26.61_1	Soyopa
MEX.26.62_126 062	26	Sonora	26 062	Suaqui Grande	MEX.26_1	Sonora	MEX.26.62_1	Suaqui Grande
MEX.26.63_126 063	26	Sonora	26 063	Tepache	MEX.26_1	Sonora	MEX.26.63_1	Tepache
MEX.26.64_126 064	26	Sonora	26 064	Trincheras	MEX.26_1	Sonora	MEX.26.64_1	Trincheras
MEX.26.65_126 065	26	Sonora	26 065	Tubutama	MEX.26_1	Sonora	MEX.26.65_1	Tubutama
MEX.26.66_126 066	26	Sonora	26 066	Ures	MEX.26_1	Sonora	MEX.26.66_1	Ures
MEX.26.67_126 067	26	Sonora	26 067	Villa Hidalgo	MEX.26_1	Sonora	MEX.26.67_1	Villa Hidalgo
MEX.26.68_126 068	26	Sonora	26 068	Villa Pesqueira	MEX.26_1	Sonora	MEX.26.68_1	Villa Pesqueira
MEX.26.69_126 069	26	Sonora	26 069	Yécora	MEX.26_1	Sonora	MEX.26.69_1	Yécora
MEX.27.1_127 001	27	Tabasco	27 001	Balancán	MEX.27_1	Tabasco	MEX.27.1_1	Balancán
MEX.27.2_127 002	27	Tabasco	27 002	Cárdenas	MEX.27_1	Tabasco	MEX.27.2_1	Cárdenas
MEX.27.4_127 003	27	Tabasco	27 003	Centla	MEX.27_1	Tabasco	MEX.27.4_1	Centla
MEX.27.5_127 004	27	Tabasco	27 004	Centro	MEX.27_1	Tabasco	MEX.27.5_1	Centro
MEX.27.6_127 005	27	Tabasco	27 005	Comalcalco	MEX.27_1	Tabasco	MEX.27.6_1	Comalcalco
MEX.27.7_127 006	27	Tabasco	27 006	Cunduacán	MEX.27_1	Tabasco	MEX.27.7_1	Cunduacán
MEX.27.8_127 007	27	Tabasco	27 007	Emiliano Zapata	MEX.27_1	Tabasco	MEX.27.8_1	Emiliano Zapata
MEX.27.9_127 008	27	Tabasco	27 008	Huimanguillo	MEX.27_1	Tabasco	MEX.27.9_1	Huimanguillo
MEX.27.10_127 009	27	Tabasco	27 009	Jalapa	MEX.27_1	Tabasco	MEX.27.10_1	Jalapa
MEX.27.11_127 010	27	Tabasco	27 010	Jalpa de Méndez	MEX.27_1	Tabasco	MEX.27.11_1	Jalpa de Méndez
MEX.27.12_127 011	27	Tabasco	27 011	Jonuta	MEX.27_1	Tabasco	MEX.27.12_1	Jonuta
MEX.27.13_127 012	27	Tabasco	27 012	Macuspana	MEX.27_1	Tabasco	MEX.27.13_1	Macuspana
MEX.27.14_127 013	27	Tabasco	27 013	Nacajuca	MEX.27_1	Tabasco	MEX.27.14_1	Nacajuca
MEX.27.15_127 014	27	Tabasco	27 014	Paraíso	MEX.27_1	Tabasco	MEX.27.15_1	Paraíso
MEX.27.16_127 015	27	Tabasco	27 015	Tacotalpa	MEX.27_1	Tabasco	MEX.27.16_1	Tacotalpa
MEX.27.17_127 016	27	Tabasco	27 016	Teapa	MEX.27_1	Tabasco	MEX.27.17_1	Teapa
MEX.27.18_127 017	27	Tabasco	27 017	Tenosique	MEX.27_1	Tabasco	MEX.27.18_1	Tenosique
MEX.28.1_128 001	28	Tamaulipas	28 001	Abasolo	MEX.28_1	Tamaulipas	MEX.28.1_1	Abasolo
MEX.28.2_128 002	28	Tamaulipas	28 002	Aldama	MEX.28_1	Tamaulipas	MEX.28.2_1	Aldama
MEX.28.3_128 003	28	Tamaulipas	28 003	Altamira	MEX.28_1	Tamaulipas	MEX.28.3_1	Altamira
MEX.28.4_128 004	28	Tamaulipas	28 004	Antiguo Morelos	MEX.28_1	Tamaulipas	MEX.28.4_1	Antiguo Morelos
MEX.28.5_128 005	28	Tamaulipas	28 005	Burgos	MEX.28_1	Tamaulipas	MEX.28.5_1	Burgos
MEX.28.6_128 006	28	Tamaulipas	28 006	Bustamante	MEX.28_1	Tamaulipas	MEX.28.6_1	Bustamante
MEX.28.7_128 007	28	Tamaulipas	28 007	Camargo	MEX.28_1	Tamaulipas	MEX.28.7_1	Camargo
MEX.28.8_128 008	28	Tamaulipas	28 008	Casas	MEX.28_1	Tamaulipas	MEX.28.8_1	Casas
MEX.28.9_128 009	28	Tamaulipas	28 009	Ciudad Madero	MEX.28_1	Tamaulipas	MEX.28.9_1	Ciudad Madero
MEX.28.10_128 010	28	Tamaulipas	28 010	Cruillas	MEX.28_1	Tamaulipas	MEX.28.10_1	Cruillas
MEX.28.12_128 011	28	Tamaulipas	28 011	Gómez Farías	MEX.28_1	Tamaulipas	MEX.28.12_1	Gómez Farias
MEX.28.13_128 012	28	Tamaulipas	28 012	González	MEX.28_1	Tamaulipas	MEX.28.13_1	González
MEX.28.14_128 013	28	Tamaulipas	28 013	Güémez	MEX.28_1	Tamaulipas	MEX.28.14_1	Güémez
MEX.28.15_128 014	28	Tamaulipas	28 014	Guerrero	MEX.28_1	Tamaulipas	MEX.28.15_1	Guerrero
MEX.28.16_128 015	28	Tamaulipas	28 015	Gustavo Díaz Ordaz	MEX.28_1	Tamaulipas	MEX.28.16_1	Gustavo Díaz Ordáz
MEX.28.17_128 016	28	Tamaulipas	28 016	Hidalgo	MEX.28_1	Tamaulipas	MEX.28.17_1	Hidalgo
MEX.28.18_128 017	28	Tamaulipas	28 017	Jaumave	MEX.28_1	Tamaulipas	MEX.28.18_1	Jaumave
MEX.28.19_128 018	28	Tamaulipas	28 018	Jiménez	MEX.28_1	Tamaulipas	MEX.28.19_1	Jiménez
MEX.28.20_128 019	28	Tamaulipas	28 019	Llera	MEX.28_1	Tamaulipas	MEX.28.20_1	Llera
MEX.28.21_128 020	28	Tamaulipas	28 020	Mainero	MEX.28_1	Tamaulipas	MEX.28.21_1	Mainero
MEX.28.11_128 021	28	Tamaulipas	28 021	El Mante	MEX.28_1	Tamaulipas	MEX.28.11_1	El Mante
MEX.28.22_128 022	28	Tamaulipas	28 022	Matamoros	MEX.28_1	Tamaulipas	MEX.28.22_1	Matamoros
MEX.28.23_128 023	28	Tamaulipas	28 023	Méndez	MEX.28_1	Tamaulipas	MEX.28.23_1	Méndez
MEX.28.24_128 024	28	Tamaulipas	28 024	Mier	MEX.28_1	Tamaulipas	MEX.28.24_1	Mier
MEX.28.25_128 025	28	Tamaulipas	28 025	Miguel Alemán	MEX.28_1	Tamaulipas	MEX.28.25_1	Miguel Alemán
MEX.28.26_128 026	28	Tamaulipas	28 026	Miquihuana	MEX.28_1	Tamaulipas	MEX.28.26_1	Miquihuana
MEX.28.27_128 027	28	Tamaulipas	28 027	Nuevo Laredo	MEX.28_1	Tamaulipas	MEX.28.27_1	Nuevo Laredo
MEX.28.28_128 028	28	Tamaulipas	28 028	Nuevo Morelos	MEX.28_1	Tamaulipas	MEX.28.28_1	Nuevo Morelos
MEX.28.29_128 029	28	Tamaulipas	28 029	Ocampo	MEX.28_1	Tamaulipas	MEX.28.29_1	Ocampo
MEX.28.30_128 030	28	Tamaulipas	28 030	Padilla	MEX.28_1	Tamaulipas	MEX.28.30_1	Padilla
MEX.28.31_128 031	28	Tamaulipas	28 031	Palmillas	MEX.28_1	Tamaulipas	MEX.28.31_1	Palmillas
MEX.28.32_128 032	28	Tamaulipas	28 032	Reynosa	MEX.28_1	Tamaulipas	MEX.28.32_1	Reynosa
MEX.28.33_128 033	28	Tamaulipas	28 033	Río Bravo	MEX.28_1	Tamaulipas	MEX.28.33_1	Río Bravo
MEX.28.34_128 034	28	Tamaulipas	28 034	San Carlos	MEX.28_1	Tamaulipas	MEX.28.34_1	San Carlos
MEX.28.35_128 035	28	Tamaulipas	28 035	San Fernando	MEX.28_1	Tamaulipas	MEX.28.35_1	San Fernando
MEX.28.36_128 036	28	Tamaulipas	28 036	San Nicolás	MEX.28_1	Tamaulipas	MEX.28.36_1	San Nicolás
MEX.28.37_128 037	28	Tamaulipas	28 037	Soto la Marina	MEX.28_1	Tamaulipas	MEX.28.37_1	Soto La Marina
MEX.28.38_128 038	28	Tamaulipas	28 038	Tampico	MEX.28_1	Tamaulipas	MEX.28.38_1	Tampico
MEX.28.39_128 039	28	Tamaulipas	28 039	Tula	MEX.28_1	Tamaulipas	MEX.28.39_1	Tula
MEX.28.40_128 040	28	Tamaulipas	28 040	Valle Hermoso	MEX.28_1	Tamaulipas	MEX.28.40_1	Valle Hermoso
MEX.28.41_128 041	28	Tamaulipas	28 041	Victoria	MEX.28_1	Tamaulipas	MEX.28.41_1	Victoria
MEX.28.42_128 042	28	Tamaulipas	28 042	Villagrán	MEX.28_1	Tamaulipas	MEX.28.42_1	Villagrán
MEX.28.43_128 043	28	Tamaulipas	28 043	Xicoténcatl	MEX.28_1	Tamaulipas	MEX.28.43_1	Xicoténcatl
MEX.29.3_129 001	29	Tlaxcala	29 001	Amaxac de Guerrero	MEX.29_1	Tlaxcala	MEX.29.3_1	Amaxac de Guerrero
MEX.29.4_129 002	29	Tlaxcala	29 002	Apetatitlán de Antonio Carvajal	MEX.29_1	Tlaxcala	MEX.29.4_1	Apetatitlán de Antonio Carvajal
MEX.29.6_129 003	29	Tlaxcala	29 003	Atlangatepec	MEX.29_1	Tlaxcala	MEX.29.6_1	Atlangatepec
MEX.29.2_129 004	29	Tlaxcala	29 004	Atltzayanca	MEX.29_1	Tlaxcala	MEX.29.2_1	Altzayanca
MEX.29.5_129 005	29	Tlaxcala	29 005	Apizaco	MEX.29_1	Tlaxcala	MEX.29.5_1	Apizaco
MEX.29.7_129 006	29	Tlaxcala	29 006	Calpulalpan	MEX.29_1	Tlaxcala	MEX.29.7_1	Calpulalpan
MEX.29.12_129 007	29	Tlaxcala	29 007	El Carmen Tequexquitla	MEX.29_1	Tlaxcala	MEX.29.12_1	El Carmen Tequexquitla
MEX.29.10_129 008	29	Tlaxcala	29 008	Cuapiaxtla	MEX.29_1	Tlaxcala	MEX.29.10_1	Cuapiaxtla
MEX.29.11_129 009	29	Tlaxcala	29 009	Cuaxomulco	MEX.29_1	Tlaxcala	MEX.29.11_1	Cuaxomulco
MEX.29.8_129 010	29	Tlaxcala	29 010	Chiautempan	MEX.29_1	Tlaxcala	MEX.29.8_1	Chiautempan
MEX.29.19_129 011	29	Tlaxcala	29 011	Muñoz de Domingo Arenas	MEX.29_1	Tlaxcala	MEX.29.19_1	Muñoz de Domingo Arenas
MEX.29.13_129 012	29	Tlaxcala	29 012	Españita	MEX.29_1	Tlaxcala	MEX.29.13_1	Españita
MEX.29.14_129 013	29	Tlaxcala	29 013	Huamantla	MEX.29_1	Tlaxcala	MEX.29.14_1	Huamantla
MEX.29.15_129 014	29	Tlaxcala	29 014	Hueyotlipan	MEX.29_1	Tlaxcala	MEX.29.15_1	Hueyotlipan
MEX.29.16_129 015	29	Tlaxcala	29 015	Ixtacuixtla de Mariano Matamoros	MEX.29_1	Tlaxcala	MEX.29.16_1	Ixtacuixtla de Mariano Matamoros
MEX.29.17_129 016	29	Tlaxcala	29 016	Ixtenco	MEX.29_1	Tlaxcala	MEX.29.17_1	Ixtenco
MEX.29.18_129 017	29	Tlaxcala	29 017	Mazatecochco de José María Morelos	MEX.29_1	Tlaxcala	MEX.29.18_1	Mazatecochco de José María Morelos
MEX.29.9_129 018	29	Tlaxcala	29 018	Contla de Juan Cuamatzi	MEX.29_1	Tlaxcala	MEX.29.9_1	Contla de Juan Cuamatzi
MEX.29.29_129 019	29	Tlaxcala	29 019	Tepetitla de Lardizábal	MEX.29_1	Tlaxcala	MEX.29.29_1	Tepetitla de Lardizábal
MEX.29.25_129 020	29	Tlaxcala	29 020	Sanctórum de Lázaro Cárdenas	MEX.29_1	Tlaxcala	MEX.29.25_1	Sanctórum de Lázaro Cárdenas
MEX.29.20_129 021	29	Tlaxcala	29 021	Nanacamilpa de Mariano Arista	MEX.29_1	Tlaxcala	MEX.29.20_1	Nanacamilpa de Mariano Arista
MEX.29.1_129 022	29	Tlaxcala	29 022	Acuamanala de Miguel Hidalgo	MEX.29_1	Tlaxcala	MEX.29.1_1	Acuamanala de Miguel Hidalgo
MEX.29.21_129 023	29	Tlaxcala	29 023	Natívitas	MEX.29_1	Tlaxcala	MEX.29.21_1	Natívitas
MEX.29.22_129 024	29	Tlaxcala	29 024	Panotla	MEX.29_1	Tlaxcala	MEX.29.22_1	Panotla
MEX.29.24_129 025	29	Tlaxcala	29 025	San Pablo del Monte	MEX.29_1	Tlaxcala	MEX.29.24_1	San Pablo del Monte
MEX.29.26_129 026	29	Tlaxcala	29 026	Santa Cruz Tlaxcala	MEX.29_1	Tlaxcala	MEX.29.26_1	Santa Cruz Tlaxcala
MEX.29.27_129 027	29	Tlaxcala	29 027	Tenancingo	MEX.29_1	Tlaxcala	MEX.29.27_1	Tenancingo
MEX.29.28_129 028	29	Tlaxcala	29 028	Teolocholco	MEX.29_1	Tlaxcala	MEX.29.28_1	Teolocholco
MEX.29.30_129 029	29	Tlaxcala	29 029	Tepeyanco	MEX.29_1	Tlaxcala	MEX.29.30_1	Tepeyanco
MEX.29.31_129 030	29	Tlaxcala	29 030	Terrenate	MEX.29_1	Tlaxcala	MEX.29.31_1	Terrenate
MEX.29.32_129 031	29	Tlaxcala	29 031	Tetla de la Solidaridad	MEX.29_1	Tlaxcala	MEX.29.32_1	Tetla de la Solidaridad
MEX.29.33_129 032	29	Tlaxcala	29 032	Tetlatlahuca	MEX.29_1	Tlaxcala	MEX.29.33_1	Tetlatlahuca
MEX.29.34_129 033	29	Tlaxcala	29 033	Tlaxcala	MEX.29_1	Tlaxcala	MEX.29.34_1	Tlaxcala
MEX.29.35_129 034	29	Tlaxcala	29 034	Tlaxco	MEX.29_1	Tlaxcala	MEX.29.35_1	Tlaxco
MEX.29.36_129 035	29	Tlaxcala	29 035	Tocatlán	MEX.29_1	Tlaxcala	MEX.29.36_1	Tocatlán
MEX.29.37_129 036	29	Tlaxcala	29 036	Totolac	MEX.29_1	Tlaxcala	MEX.29.37_1	Totolac
MEX.29.44_129 037	29	Tlaxcala	29 037	Ziltlaltépec de Trinidad Sánchez Santos	MEX.29_1	Tlaxcala	MEX.29.44_1	Zitlaltepec de Trinidad Sánchez Santos
MEX.29.38_129 038	29	Tlaxcala	29 038	Tzompantepec	MEX.29_1	Tlaxcala	MEX.29.38_1	Tzompantepec
MEX.29.39_129 039	29	Tlaxcala	29 039	Xaloztoc	MEX.29_1	Tlaxcala	MEX.29.39_1	Xaloztoc
MEX.29.40_129 040	29	Tlaxcala	29 040	Xaltocan	MEX.29_1	Tlaxcala	MEX.29.40_1	Xaltocan
MEX.29.23_129 041	29	Tlaxcala	29 041	Papalotla de Xicohténcatl	MEX.29_1	Tlaxcala	MEX.29.23_1	Papalotla de Xicohténcatl
MEX.29.41_129 042	29	Tlaxcala	29 042	Xicohtzinco	MEX.29_1	Tlaxcala	MEX.29.41_1	Xicohtzinco
MEX.29.42_129 043	29	Tlaxcala	29 043	Yauhquemehcan	MEX.29_1	Tlaxcala	MEX.29.42_1	Yauhquemecan
MEX.29.43_129 044	29	Tlaxcala	29 044	Zacatelco	MEX.29_1	Tlaxcala	MEX.29.43_1	Zacatelco
MEX.30.1_130 001	30	Veracruz	30 001	Acajete	MEX.30_1	Veracruz	MEX.30.1_1	Acajete
MEX.30.2_130 002	30	Veracruz	30 002	Acatlán	MEX.30_1	Veracruz	MEX.30.2_1	Acatlán
MEX.30.3_130 003	30	Veracruz	30 003	Acayucan	MEX.30_1	Veracruz	MEX.30.3_1	Acayucan
MEX.30.4_130 004	30	Veracruz	30 004	Actopan	MEX.30_1	Veracruz	MEX.30.4_1	Actopan
MEX.30.5_130 005	30	Veracruz	30 005	Acula	MEX.30_1	Veracruz	MEX.30.5_1	Acula
MEX.30.6_130 006	30	Veracruz	30 006	Acultzingo	MEX.30_1	Veracruz	MEX.30.6_1	Acultzingo
MEX.30.27_130 007	30	Veracruz	30 007	Camarón de Tejeda	MEX.30_1	Veracruz	MEX.30.27_1	Camarón de Tejada
MEX.30.7_130 008	30	Veracruz	30 008	Alpatláhuac	MEX.30_1	Veracruz	MEX.30.7_1	Alpatláhuac
MEX.30.8_130 009	30	Veracruz	30 009	Alto Lucero de Gutiérrez Barrios	MEX.30_1	Veracruz	MEX.30.8_1	Alto Lucero de Gutiérrez Barrios
MEX.30.9_130 010	30	Veracruz	30 010	Altotonga	MEX.30_1	Veracruz	MEX.30.9_1	Altotonga
MEX.30.10_130 011	30	Veracruz	30 011	Alvarado	MEX.30_1	Veracruz	MEX.30.10_1	Alvarado
MEX.30.11_130 012	30	Veracruz	30 012	Amatitlán	MEX.30_1	Veracruz	MEX.30.11_1	Amatitlán
MEX.30.12_130 014	30	Veracruz	30 014	Amatlán de los Reyes	MEX.30_1	Veracruz	MEX.30.12_1	Amatitlán de los Reyes
MEX.30.14_130 015	30	Veracruz	30 015	Angel R. Cabada	MEX.30_1	Veracruz	MEX.30.14_1	Ángel R. Cabada
MEX.30.92_130 016	30	Veracruz	30 016	La Antigua	MEX.30_1	Veracruz	MEX.30.92_1	La Antigua
MEX.30.15_130 017	30	Veracruz	30 017	Apazapan	MEX.30_1	Veracruz	MEX.30.15_1	Apazapan
MEX.30.16_130 018	30	Veracruz	30 018	Aquila	MEX.30_1	Veracruz	MEX.30.16_1	Aquila
MEX.30.17_130 019	30	Veracruz	30 019	Astacinga	MEX.30_1	Veracruz	MEX.30.17_1	Astacinga
MEX.30.18_130 020	30	Veracruz	30 020	Atlahuilco	MEX.30_1	Veracruz	MEX.30.18_1	Atlahuilco
MEX.30.19_130 021	30	Veracruz	30 021	Atoyac	MEX.30_1	Veracruz	MEX.30.19_1	Atoyac
MEX.30.20_130 022	30	Veracruz	30 022	Atzacan	MEX.30_1	Veracruz	MEX.30.20_1	Atzacan
MEX.30.21_130 023	30	Veracruz	30 023	Atzalan	MEX.30_1	Veracruz	MEX.30.21_1	Atzalan
MEX.30.180_130 024	30	Veracruz	30 024	Tlaltetela	MEX.30_1	Veracruz	MEX.30.180_1	Tlaltetela
MEX.30.22_130 025	30	Veracruz	30 025	Ayahualulco	MEX.30_1	Veracruz	MEX.30.22_1	Ayahualulco
MEX.30.23_130 026	30	Veracruz	30 026	Banderilla	MEX.30_1	Veracruz	MEX.30.23_1	Banderilla
MEX.30.24_130 027	30	Veracruz	30 027	Benito Juárez	MEX.30_1	Veracruz	MEX.30.24_1	Benito Juárez
MEX.30.25_130 028	30	Veracruz	30 028	Boca del Río	MEX.30_1	Veracruz	MEX.30.25_1	Boca del Río
MEX.30.26_130 029	30	Veracruz	30 029	Calcahualco	MEX.30_1	Veracruz	MEX.30.26_1	Calcahualco
MEX.30.28_130 030	30	Veracruz	30 030	Camerino Z. Mendoza	MEX.30_1	Veracruz	MEX.30.28_1	Camerino Z. Mendoza
MEX.30.29_130 031	30	Veracruz	30 031	Carrillo Puerto	MEX.30_1	Veracruz	MEX.30.29_1	Carrillo Puerto
MEX.30.31_130 032	30	Veracruz	30 032	Catemaco	MEX.30_1	Veracruz	MEX.30.31_1	Catemaco
MEX.30.32_130 033	30	Veracruz	30 033	Cazones de Herrera	MEX.30_1	Veracruz	MEX.30.32_1	Cazones de Herrera
MEX.30.33_130 034	30	Veracruz	30 034	Cerro Azul	MEX.30_1	Veracruz	MEX.30.33_1	Cerro Azul
MEX.30.44_130 035	30	Veracruz	30 035	Citlaltépetl	MEX.30_1	Veracruz	MEX.30.44_1	Citlaltépetl
MEX.30.45_130 036	30	Veracruz	30 036	Coacoatzintla	MEX.30_1	Veracruz	MEX.30.45_1	Coacoatzintla
MEX.30.46_130 038	30	Veracruz	30 038	Coatepec	MEX.30_1	Veracruz	MEX.30.46_1	Coatepec
MEX.30.47_130 039	30	Veracruz	30 039	Coatzacoalcos	MEX.30_1	Veracruz	MEX.30.47_1	Coatzacoalcos
MEX.30.48_130 040	30	Veracruz	30 040	Coatzintla	MEX.30_1	Veracruz	MEX.30.48_1	Coatzintla
MEX.30.49_130 041	30	Veracruz	30 041	Coetzala	MEX.30_1	Veracruz	MEX.30.49_1	Coetzala
MEX.30.50_130 042	30	Veracruz	30 042	Colipa	MEX.30_1	Veracruz	MEX.30.50_1	Colipa
MEX.30.51_130 043	30	Veracruz	30 043	Comapa	MEX.30_1	Veracruz	MEX.30.51_1	Comapa
MEX.30.52_130 044	30	Veracruz	30 044	Córdoba	MEX.30_1	Veracruz	MEX.30.52_1	Córdoba
MEX.30.53_130 045	30	Veracruz	30 045	Cosamaloapan de Carpio	MEX.30_1	Veracruz	MEX.30.53_1	Cosamaloapan
MEX.30.54_130 046	30	Veracruz	30 046	Cosautlán de Carvajal	MEX.30_1	Veracruz	MEX.30.54_1	Cosautlán de Carvajal
MEX.30.55_130 047	30	Veracruz	30 047	Coscomatepec	MEX.30_1	Veracruz	MEX.30.55_1	Coscomatepec
MEX.30.56_130 048	30	Veracruz	30 048	Cosoleacaque	MEX.30_1	Veracruz	MEX.30.56_1	Cosoleacaque
MEX.30.57_130 049	30	Veracruz	30 049	Cotaxtla	MEX.30_1	Veracruz	MEX.30.57_1	Cotaxtla
MEX.30.58_130 050	30	Veracruz	30 050	Coxquihui	MEX.30_1	Veracruz	MEX.30.58_1	Coxquihi
MEX.30.59_130 051	30	Veracruz	30 051	Coyutla	MEX.30_1	Veracruz	MEX.30.59_1	Coyutla
MEX.30.60_130 052	30	Veracruz	30 052	Cuichapa	MEX.30_1	Veracruz	MEX.30.60_1	Cuichapa
MEX.30.61_130 053	30	Veracruz	30 053	Cuitláhuac	MEX.30_1	Veracruz	MEX.30.61_1	Cuitláhuac
MEX.30.34_130 054	30	Veracruz	30 054	Chacaltianguis	MEX.30_1	Veracruz	MEX.30.34_1	Chacaltianguis
MEX.30.35_130 055	30	Veracruz	30 055	Chalma	MEX.30_1	Veracruz	MEX.30.35_1	Chalma
MEX.30.36_130 056	30	Veracruz	30 056	Chiconamel	MEX.30_1	Veracruz	MEX.30.36_1	Chiconamel
MEX.30.37_130 057	30	Veracruz	30 057	Chiconquiaco	MEX.30_1	Veracruz	MEX.30.37_1	Chiconquiaco
MEX.30.38_130 058	30	Veracruz	30 058	Chicontepec	MEX.30_1	Veracruz	MEX.30.38_1	Chicontepec
MEX.30.39_130 059	30	Veracruz	30 059	Chinameca	MEX.30_1	Veracruz	MEX.30.39_1	Chinameca
MEX.30.40_130 060	30	Veracruz	30 060	Chinampa de Gorostiza	MEX.30_1	Veracruz	MEX.30.40_1	Chinampa de Gorostiza
MEX.30.95_130 061	30	Veracruz	30 061	Las Choapas	MEX.30_1	Veracruz	MEX.30.95_1	Las Choapas
MEX.30.41_130 062	30	Veracruz	30 062	Chocamán	MEX.30_1	Veracruz	MEX.30.41_1	Chocomán
MEX.30.42_130 063	30	Veracruz	30 063	Chontla	MEX.30_1	Veracruz	MEX.30.42_1	Chontla
MEX.30.43_130 064	30	Veracruz	30 064	Chumatlán	MEX.30_1	Veracruz	MEX.30.43_1	Chumatlán
MEX.30.62_130 065	30	Veracruz	30 065	Emiliano Zapata	MEX.30_1	Veracruz	MEX.30.62_1	Emiliano Zapata
MEX.30.63_130 066	30	Veracruz	30 066	Espinal	MEX.30_1	Veracruz	MEX.30.63_1	Espinal
MEX.30.64_130 067	30	Veracruz	30 067	Filomeno Mata	MEX.30_1	Veracruz	MEX.30.64_1	Filomeno Mata
MEX.30.65_130 068	30	Veracruz	30 068	Fortín	MEX.30_1	Veracruz	MEX.30.65_1	Fortín
MEX.30.66_130 069	30	Veracruz	30 069	Gutiérrez Zamora	MEX.30_1	Veracruz	MEX.30.66_1	Gutiérrez Zamora
MEX.30.67_130 070	30	Veracruz	30 070	Hidalgotitlán	MEX.30_1	Veracruz	MEX.30.67_1	Hidalgotitlán
MEX.30.68_130 071	30	Veracruz	30 071	Huatusco	MEX.30_1	Veracruz	MEX.30.68_1	Huatusco
MEX.30.69_130 072	30	Veracruz	30 072	Huayacocotla	MEX.30_1	Veracruz	MEX.30.69_1	Huayacocotla
